page_id	text	label	Pattern Category
153	Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago	1	Social Proof
61	 Tires	0	Not Dark Pattern
96	Someone in Egypt bought	1	Social Proof
188	mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago	1	Social Proof
1550	Bearded Dragon Substrates	0	Not Dark Pattern
1536	Toddler Girl Jumpsuits and Rompers	0	Not Dark Pattern
1009	Enable cookies to use the shopping cart	0	Not Dark Pattern
1026	Women's Go-Tos	0	Not Dark Pattern
1604	This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.	0	Not Dark Pattern
753	HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS	1	Urgency
418	No, I'd rather pay full price.	1	Misdirection
212	Shopping with JD	0	Not Dark Pattern
1373	 All Brands A-Z 	0	Not Dark Pattern
247	 Light Blue Regular Fit Single Cuff Easy Care Shirt 	0	Not Dark Pattern
527	Crop Tops	0	Not Dark Pattern
1051	Photography Projector	0	Not Dark Pattern
527	 Salt Bender Tank and Shorts Combo 	0	Not Dark Pattern
1241	Diamond Nose Studs 	0	Not Dark Pattern
1149	 Military Discount 	0	Not Dark Pattern
1736	Customize your phone with hundreds of grips, cases, wallets, and more.	0	Not Dark Pattern
5	5338 people viewed this in the last hour	1	Social Proof
1653	Only 1 item left in stock	1	Scarcity
1197	 Add to Wish List Add to Compare 	0	Not Dark Pattern
453	No Thanks, I don't want a discount	1	Misdirection
1672	Availability: In Stock Hurry! Only 8 Left!	1	Scarcity
984	 Italy € EUR 	0	Not Dark Pattern
1488	Politics And Legislation	0	Not Dark Pattern
1323	Fewer than 5 left!	1	Scarcity
1009	 Gift Cards Collection 	0	Not Dark Pattern
465	No Thanks, I prefer paying full price.	1	Misdirection
300	We guarantee to match a lower online price.	0	Not Dark Pattern
1037	Hurry, before it is gone! Limited time remaining!	1	Urgency
6	Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago	1	Social Proof
1604	Select your size below and we'll email you if it comes back in stock!	0	Not Dark Pattern
1466	Only 867 left	1	Scarcity
920	About Cheryl's Business Gifts	0	Not Dark Pattern
1067	Only 2 units left in stock	1	Scarcity
714	You can either livechat or email our support team with any questions or concerns. We are always ready to help. 	0	Not Dark Pattern
1159	Only one item left in stock!	1	Scarcity
1009	Synthesis E-MTB Alloy Rear Wheel	0	Not Dark Pattern
991	LIMITED TIME DEAL!	1	Urgency
1554	Only 3 available	1	Scarcity
1202	Only 1 left in online stock	1	Scarcity
361	Great for shine	0	Not Dark Pattern
861	 Learn More 	0	Not Dark Pattern
907	 Paper, Pads & Blocks Toggle category Paper, Pads & Blocks 	0	Not Dark Pattern
1356	Hurry! Almost Sold Out...	1	Scarcity
189	. 	0	Not Dark Pattern
1484	Only 2 copies left	1	Scarcity
1446	Christmas Craft Ideas	0	Not Dark Pattern
1228	Limited Quantity Available	1	Scarcity
350	No Thanks, I Don't Like Exclusive Offers.	1	Misdirection
286	Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago	1	Social Proof
1437	2 items left	1	Scarcity
1522	PomeloFashion born in AsiaOn trend. Online. On the go.	0	Not Dark Pattern
1591	Available, only 2 left	1	Scarcity
51	Someone in San diego, United States just bought Gemfield Watch 15 days ago	1	Social Proof
1367	Cowgirls	0	Not Dark Pattern
729	 Rs INR 	0	Not Dark Pattern
113	- +	0	Not Dark Pattern
1779	If I emailed you how much I love each jersey you’d have an essay coming your way!	0	Not Dark Pattern
264	 Shirts & Blouses 	0	Not Dark Pattern
719	JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals	0	Not Dark Pattern
212	 New in 	0	Not Dark Pattern
884	There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).	1	Obstruction
1468	About Bob's	0	Not Dark Pattern
236	22 people have looked at this part recently	1	Social Proof
1043	Limited Time!	1	Urgency
19	4 sold in last 5 hours	1	Social Proof
1	Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO	1	Social Proof
571	Your order is reserved for 08:53 minutes!	1	Urgency
1317	 Rudraksha Recommendations 	0	Not Dark Pattern
818	OFFER ENDS: 09h: 09m: 55s: 0 	1	Urgency
1789	 Added to Favorites 	0	Not Dark Pattern
24	Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago	1	Social Proof
1536	Brown Dresses	0	Not Dark Pattern
72	Someone in city just added Radiance - Nebulizing Diffuser® to their cart	1	Social Proof
113	They look really good with my brown eyes, and they look pretty natural.	0	Not Dark Pattern
1158	 Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy 	0	Not Dark Pattern
1362	Hurry! Only 1 Pair left!	1	Scarcity
1536	Plus Size Graphic Tops	0	Not Dark Pattern
1648	Protection Filters	0	Not Dark Pattern
769	Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS	1	Urgency
1609	Interactive Tent Finder	0	Not Dark Pattern
504	Cart will expire in 04:53 minutes!	1	Urgency
827	✕	0	Not Dark Pattern
1301	Hurry, Only 4 Left In Stock. Buy Now!	1	Scarcity
1590	take me back to shopping	0	Not Dark Pattern
1268	Only 7 left	1	Scarcity
1093	89% offers claimed. Hurry up!	1	Scarcity
416	No thanks, I hate cool stuff	1	Misdirection
197	Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago	1	Social Proof
1389	20 units left	1	Scarcity
949	High demand	1	Scarcity
69	3642 BOUGHT	1	Social Proof
1669	5 in stock	1	Scarcity
269	"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain"	1	Social Proof
766	Solar Powered Paw Print Ground Light	0	Not Dark Pattern
1072	Only 1 left	1	Scarcity
1446	Candy Melts	0	Not Dark Pattern
714	Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress	0	Not Dark Pattern
272	Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago	1	Social Proof
195	Last purchase was 18 minutes ago by someone from Dublin	1	Social Proof
148	7 users have looked at this product in the past 6 minutes	1	Social Proof
1317	Crystal Shivlingas 	0	Not Dark Pattern
754	Facebook icon	0	Not Dark Pattern
1489	 Midleton Very Rare 	0	Not Dark Pattern
1044	Pillow & Foam Bed Wedges	0	Not Dark Pattern
680	Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...	0	Not Dark Pattern
276	 Contact Support 	0	Not Dark Pattern
1221	Only 7 in Stock!	1	Scarcity
1759	Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. 	0	Not Dark Pattern
1742	Score! You've Qualified for a Checkout Bonus	1	Misdirection
263	"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago"	1	Social Proof
337	No thanks, I don't like FREE stuff.	1	Misdirection
1714	No thanks, I just want the item	1	Misdirection
1380	ONLY 1 LEFT IN STOCK	1	Scarcity
227	Trending now! Added to basket 38 times today	1	Social Proof
984	 Love the way you pay 	0	Not Dark Pattern
1673	Homeware Trends	0	Not Dark Pattern
1330	Victoria Victoria Beckham	0	Not Dark Pattern
1337	In stock, only 1 products left	1	Scarcity
1373	LAST 1 LEFT	1	Scarcity
1330	 Rain Boots 	0	Not Dark Pattern
1227	only 2 left in stock	1	Scarcity
414	No thanks, I don't like deals.	1	Misdirection
1466	Exterior Accessories	0	Not Dark Pattern
1205	Size low on stock, only 1 item left	1	Scarcity
1469	Strength & Functional Training	0	Not Dark Pattern
242	8 people have this in their bag right now.	1	Social Proof
1648	Motion Control System	0	Not Dark Pattern
194	11 people viewed this today!	1	Social Proof
158	View All Home Accents	0	Not Dark Pattern
113	SUBSCRIPTION SUCCESSFUL. THANK YOU!	0	Not Dark Pattern
1630	 Lawn Mowers 	0	Not Dark Pattern
984	Sale Clothing	0	Not Dark Pattern
622	 Fashion Floral Short Sleeve Dress 	0	Not Dark Pattern
1700	How about one of these hot sellers?	1	Misdirection
1183	Only 3 left	1	Scarcity
1052	Now 20% off, hurry limited time offer!	1	Urgency
1536	Boys Red School Uniforms	0	Not Dark Pattern
446	No thanks, I don't want a free gift.	1	Misdirection
610	"Hurry! Sale Ends In:

02:59:50"	1	Urgency
8	 info@chainedandable.com 	0	Not Dark Pattern
352	NO, I'D RATHER PAY FULL PRICE	1	Misdirection
681	activate within 10:00	1	Urgency
1130	There is only one product left!	1	Scarcity
557	00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO	1	Urgency
907	SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee	0	Not Dark Pattern
1315	 Laundry & Cleaning 	0	Not Dark Pattern
1307	Only 3 left, order soon	1	Scarcity
1013	 Entertainment Centers & TV Stands 	0	Not Dark Pattern
320	No, I don't feel lucky	1	Misdirection
1429	STAY IN THE LOOP!	0	Not Dark Pattern
1388	1 left in stock. Hurry!	1	Scarcity
1000	Blue Raspberry	0	Not Dark Pattern
517	Your cart is reserved for 09:35 minutes.	1	Urgency
1009	LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!	1	Urgency
1680	ONLY A FEW LEFT!	1	Scarcity
455	No thanks, I like full price	1	Misdirection
950	HIGH DEMAND	1	Scarcity
719	JFN Crew Neck Floral Vacation T-Shirt/Tee	0	Not Dark Pattern
1412	ONLY A FEW LEFT	1	Scarcity
766	 Indoor Festive Lights 	0	Not Dark Pattern
530	EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.	0	Not Dark Pattern
1009	 Synthesis Alloy Collection 	0	Not Dark Pattern
230	MOST POPULAR	1	Social Proof
1785	We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.	1	Misdirection
1723	Occasion: Anniversary	0	Not Dark Pattern
202	8 people have viewed this product today!	1	Social Proof
119	30 people have purchased this item	1	Social Proof
1466	Musical Toys	0	Not Dark Pattern
9	Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago	1	Social Proof
919	Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.	0	Not Dark Pattern
1008	Limited Time Offer!	1	Urgency
1488	Events and Entertainment	0	Not Dark Pattern
128	About UsNews & Articles	0	Not Dark Pattern
1615	Almost gone! Only 3 left In Stock	1	Scarcity
680	 Low Maintenance Plants 	0	Not Dark Pattern
1009	 Men's Apparel Collection 	0	Not Dark Pattern
1658	 View All Parts 	0	Not Dark Pattern
782	We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services. 	0	Not Dark Pattern
90	3 people are looking at this product	1	Social Proof
36	38 people are viewing this	1	Social Proof
376	no thanks, I don't like to save	1	Misdirection
604	00 HRS 57 MINS 56 SECS	1	Urgency
1051	Shop all interactive whiteboards	0	Not Dark Pattern
861	Sign up to stay up to date on all White Cloud news and savings!	0	Not Dark Pattern
187	Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago	1	Social Proof
1509	Hurry! Only 6 left in stock!	1	Scarcity
1129	Only 1 Left in this Size!	1	Scarcity
1139	These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.	0	Not Dark Pattern
4	Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:	0	Not Dark Pattern
1317	Only 7 left!	1	Scarcity
113	 Yearly 	0	Not Dark Pattern
542	 to resolve the issue, or 	0	Not Dark Pattern
1429	Shop by Activity	0	Not Dark Pattern
1343	 Home » 	0	Not Dark Pattern
573	Lace Front African American Wigs	0	Not Dark Pattern
638	SRX Remotes	0	Not Dark Pattern
1197	 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe 	0	Not Dark Pattern
165	Son in Suisun City, United States purchased Commander Lex	1	Social Proof
1373	All Brands A-Z 	0	Not Dark Pattern
1009	Icon MTB Socks - Black/Green	0	Not Dark Pattern
638	Focus remotes	0	Not Dark Pattern
711	3DAYS124606	1	Urgency
891	To cancel your order before it ships, call us.	1	Obstruction
638	Signup for email updates from Car and Truck Remotes!	0	Not Dark Pattern
4	Easy, awesome! ready to go. Held a charge first night	0	Not Dark Pattern
92	More than 752 users are adding shapewear to their cart. Is your size left?	1	Social Proof
1480	Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -	0	Not Dark Pattern
353	Flat Top	0	Not Dark Pattern
776	CPUs & Processors	0	Not Dark Pattern
414	Brand Directory 	0	Not Dark Pattern
325	No, I don't feel lucky.	1	Misdirection
1510	Only 2 left in stock. Make it yours.	1	Scarcity
906	For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.	1	Obstruction
568	  	0	Not Dark Pattern
31	Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago	1	Social Proof
1203	Only 1 left in stock.	1	Scarcity
1268	 Candy & Snacks 	0	Not Dark Pattern
1279	Only 1 left , In Stock	1	Scarcity
140	65% of our customers added Surefit protection this year.	1	Social Proof
995	50% OFF for Limited Time Only!!!	1	Urgency
4	 Active Filters English English ✘ Remove Filter 	0	Not Dark Pattern
812	HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC	1	Urgency
68	Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated 	1	Social Proof
567	YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW	1	Urgency
1026	 MIN Twins 	0	Not Dark Pattern
1446	Wedding Cross Stich & Embroidery Patterns	0	Not Dark Pattern
1590	Choose Type of Cookies You Accept Using	0	Not Dark Pattern
189	 ★ ★ ★ ★ ★ 	0	Not Dark Pattern
1565	10 SEATS LEFT	1	Scarcity
1256	(Only 5 Left)	1	Scarcity
1489	 Mixed Wine Cases 	0	Not Dark Pattern
1740	Let's make sure you have everything else you need	1	Misdirection
1111	80% offers claimed. Hurry up!	1	Scarcity
398	WhiteBoho Rose Comforter and Sham Set	0	Not Dark Pattern
528	Your order is reserved for 09:57 minutes!	1	Urgency
729	 ₪ ILS 	0	Not Dark Pattern
1316	 Cooling & Air Treatment 	0	Not Dark Pattern
680	Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...	0	Not Dark Pattern
1058	LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY	1	Urgency
767	HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC	1	Urgency
1459	Mary Janes	0	Not Dark Pattern
1295	Select Your Year	0	Not Dark Pattern
103	What treats can I use?	0	Not Dark Pattern
527	We curate the very best in creative and innovative fashion for the EDM Lifestyle. 	0	Not Dark Pattern
1488	Only 20 left	1	Scarcity
188	 Terms of Service 	0	Not Dark Pattern
1550	Upright Plants	0	Not Dark Pattern
633	Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec	1	Urgency
1726	"""Your purchase entitles you to the following special"""	1	Misdirection
1317	 Brass Shankh 	0	Not Dark Pattern
63	2 people are looking right now	1	Social Proof
350	Boys Shorts	0	Not Dark Pattern
971	IN HIGH DEMAND!	1	Scarcity
1601	Low Stock Only 2 left	1	Scarcity
1481	Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild	0	Not Dark Pattern
398	Blankets Throws	0	Not Dark Pattern
861	Shop Disposables	0	Not Dark Pattern
765	 Free Delivery to Home & Next day delivery available to store* 	0	Not Dark Pattern
1595	Limited-time Deal	1	Scarcity
1045	Limited time - Free Shipping on all orders*	1	Urgency
1469	Surgical & Face Masks	0	Not Dark Pattern
1695	Hurry! Only 4 left in stock.	1	Scarcity
323	No thanks, I despise coupons!	1	Misdirection
1429	Shop Men's Styles	0	Not Dark Pattern
1477	If you are one of those constantly devoted to healthy eating, weight loss plans,..	0	Not Dark Pattern
161	JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago	1	Social Proof
1000	For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!	1	Urgency
1394	(5 Left)	1	Scarcity
1044	 Choosing the Best Plus Size Briefs 	0	Not Dark Pattern
984	FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.	1	Urgency
993	 Cable Winders 	0	Not Dark Pattern
638	TSX Remotes	0	Not Dark Pattern
1526	Only 3 Left In Stock	1	Scarcity
1469	Baby Bathtubs	0	Not Dark Pattern
1174	Only 14 left	1	Scarcity
62	33 people are eyeing this item!	1	Social Proof
1716	Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*	1	Misdirection
321	No thanks, I don't like saving money	1	Misdirection
1657	Only 1 Left in Stock. Buy Soon!	1	Scarcity
15	19 people have viewed this item	1	Social Proof
822	Crossman Air Pistols	0	Not Dark Pattern
391	No Thanks, I'd Rather Pay Full Price	1	Misdirection
811	Harry Potter 	0	Not Dark Pattern
1784	FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A	0	Not Dark Pattern
1439	We only have 8.0000 left in Stock	1	Scarcity
875	Hurry, Sale ends in 9 Hours!	1	Urgency
1139	Jewelry Care Kit	0	Not Dark Pattern
5	Give a Gift	0	Not Dark Pattern
907	 First name * 	0	Not Dark Pattern
55	166 people have added this item to cart	1	Social Proof
603	LIMITED TIME LEFT! 00 : 46 : 11	1	Urgency
1653	Speak with our customer-care executive who will help you with your buying.	0	Not Dark Pattern
1658	Mechanic's Wear	0	Not Dark Pattern
128	Please note: we do not ship to PO Boxes	0	Not Dark Pattern
175	Michael M. from Lacey, WA just bought a Cal King	1	Social Proof
1293	Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. 	0	Not Dark Pattern
1647	There are only 1 item left in stock.	1	Scarcity
1304	Free Shipping*	0	Not Dark Pattern
568	Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.	0	Not Dark Pattern
827	A-Z Luxury Brands	0	Not Dark Pattern
1668	ALMOST GONE - only 2 remaining!	1	Scarcity
786	Offer ends in 03 days 19 hours : 54 mins : 22 secs	1	Urgency
258	Over 200 views in 24 hrs	1	Social Proof
1498	Hurry, only 302 left.	1	Scarcity
822	Shotgun Bore Mops	0	Not Dark Pattern
261	POPULAR 64 others checked this out in the last few hours.	1	Social Proof
1252	ONLY 5 LEFT IN STOCK	1	Scarcity
342	No thanks, I hate saving money	1	Misdirection
1381	Moroccan Rugs	0	Not Dark Pattern
994	ONLY AVAILABLE FOR A LIMITED TIME	1	Urgency
1351	 Sprouting 	0	Not Dark Pattern
272	Help us #savethefishies.	0	Not Dark Pattern
1236	5 items left	1	Scarcity
239	This product was viewed 26 seconds ago by someone from Princeton	1	Social Proof
1473	ONLY 1 ITEM LEFT!	1	Scarcity
1692	ONLY 11 LEFT	1	Scarcity
1518	Only a few left of this product!	1	Scarcity
719	JFN Scallop V Neck Solid Casual T-Shirt/Tee	0	Not Dark Pattern
120	Purchased 6 times this week.	1	Social Proof
1446	Crochet Baby Patterns	0	Not Dark Pattern
1083	Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog	0	Not Dark Pattern
264	 Home / Black Tapered Belted Cigarette Trousers - Myasia 	0	Not Dark Pattern
1140	Only 4 left at this price	1	Scarcity
1667	Once a celebrated author of short stories now in his twilight years, 	0	Not Dark Pattern
212	Recent Searches	0	Not Dark Pattern
189	 Brand case & cloth included 	0	Not Dark Pattern
230	Hair Color + Highlights	0	Not Dark Pattern
919	We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!	0	Not Dark Pattern
1305	Only 2 left, order soon	1	Scarcity
1351	 Food 	0	Not Dark Pattern
920	MORE WAYS TO SHOP	0	Not Dark Pattern
724	Your shopping cart is empty.	0	Not Dark Pattern
1241	Coin Necklace 	0	Not Dark Pattern
1009	Mallet E Speed Lace - Black/Silver	0	Not Dark Pattern
110	Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now	1	Social Proof
893	You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).	1	Obstruction
944	Items in your cart are in VERY high-demand.	1	Scarcity
1489	Sign up to our mailing list here and be the first to know about exclusive offers and events	0	Not Dark Pattern
955	Items in your cart are selling fast	1	Scarcity
477	No thanks, I don't like winning.	1	Misdirection
1466	Laundry Care	0	Not Dark Pattern
1499	Low in stock: only 2 left.	1	Scarcity
734	Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC	1	Urgency
1654	Order soon, only 1 left!	1	Scarcity
584	This campaign was taken down for content reasons	0	Not Dark Pattern
1238	Hurry, only 2 left in stock!	1	Scarcity
767	AdjustableSnapbacksSale Items- View All -	0	Not Dark Pattern
1278	ONLY 5 LEFT IN STOCK!	1	Scarcity
294	Over 238 people have bought this product	1	Social Proof
658	Order in 13:16 to get $200 off your mattress	1	Urgency
907	 Bob Ross Oil Brushes 	0	Not Dark Pattern
454	No Thanks, I'd rather pay full price	1	Misdirection
1730	Terra - Medium Brown	0	Not Dark Pattern
1322	Warning: Last items in stock!	1	Scarcity
534	Work With More Buyers And Sellers?	0	Not Dark Pattern
61	 Lighting	0	Not Dark Pattern
622	 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse 	0	Not Dark Pattern
38	39 recently purchased it	1	Social Proof
1034	Limited Time Offer: 10% Off your first order!	1	Urgency
1466	Computer Accessories	0	Not Dark Pattern
1351	Aromatherapy 	0	Not Dark Pattern
1381	A Ritual of Light	0	Not Dark Pattern
1398	Hurry only 2 left	1	Scarcity
127	21 people looked at this during the last 24 hours	1	Social Proof
1536	Black Jeans	0	Not Dark Pattern
534	Build your own powerful multi-vendor marketplace website	0	Not Dark Pattern
965	Items in your cart are in high demand, but we have reserved your order.	1	Scarcity
1375	167 piece(s) left for this promo	1	Scarcity
429	No Thanks, I don't like free stuff.	1	Misdirection
1122	Only 32 left in stock	1	Scarcity
1481	Less than 10 left!	1	Scarcity
203	CUSTOMER SERVICE	0	Not Dark Pattern
686	Hurry! Sale ends in:	1	Urgency
1488	NRA Firearms For Freedom	0	Not Dark Pattern
1545	Low in stock	1	Scarcity
1303	Availability: Only 1 Left	1	Scarcity
622	 Printed Long Sleeves Casual Blouse For Women 	0	Not Dark Pattern
573	Straight Hair Extensions	0	Not Dark Pattern
306	Radio and GPS Pouches	0	Not Dark Pattern
1158	Only 3 left!	1	Scarcity
1597	Only 4 unit(s) available!	1	Scarcity
1343	Anniversary Gifts by Year	0	Not Dark Pattern
1446	All Scrapbooking Supplies	0	Not Dark Pattern
1699	No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.	1	Misdirection
1509	 New In	0	Not Dark Pattern
172	146 people recently purchased this.	1	Social Proof
1454	Only 25 Deals left	1	Scarcity
246	HOW TO MANAGE SIDE EFFECTS	0	Not Dark Pattern
1736	Website Accessibility	0	Not Dark Pattern
790	 Item added to cart. View cart and check out. Close 	0	Not Dark Pattern
1550	Heat Mats & Strips	0	Not Dark Pattern
775	HURRY! YOUR 10% OFF EXPIRES IN 29:43	1	Urgency
12	3 people bought this item last week.	1	Social Proof
907	 Share on Pinterest 	0	Not Dark Pattern
1089	Only 8 left in stock	1	Scarcity
565	Hurry! This special sale ends in 2h 42m 0s	1	Urgency
216	Hype. Home	0	Not Dark Pattern
672	VIP OFFERS END 00:54:59	1	Urgency
790	Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)	0	Not Dark Pattern
1158	This is how you can reject or delete your cookies	0	Not Dark Pattern
667	Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress	0	Not Dark Pattern
1451	 Email Address 	0	Not Dark Pattern
526	Your cart is reserved for 14:57 minutes!	1	Urgency
386	No thanks, I don't want any deals	1	Misdirection
1536	Toddler Boy Underwear and Undershirts	0	Not Dark Pattern
1488	Collegiate Shooting Programs	0	Not Dark Pattern
1497	ONLY 1 ITEM LEFT	1	Scarcity
559	01 Hours 37 Minutes 48 Seconds 1/10s	1	Urgency
907	 Supporting All Artists Create because you can 	0	Not Dark Pattern
1723	HomeFlowersColourful Mixed Roses Bouquet	0	Not Dark Pattern
69	Send as giftexpand_more	0	Not Dark Pattern
209	Delivery & Returns	0	Not Dark Pattern
1622	Only: 9 in stock now	1	Scarcity
1555	Only 3 left , In Stock	1	Scarcity
1550	Livefood Subscription	0	Not Dark Pattern
249	Grocery & Liquor	0	Not Dark Pattern
680	 For Wife 	0	Not Dark Pattern
855	UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS	1	Urgency
103	Great for keeping track of your pup while at work	0	Not Dark Pattern
108	 Subscribe 	0	Not Dark Pattern
1167	Powered by	0	Not Dark Pattern
1480	JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -	0	Not Dark Pattern
1361	Hurry, Only a few left!	1	Scarcity
811	 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit 	0	Not Dark Pattern
1253	ONLY 1 LEFT IN THIS SIZE	1	Scarcity
1034	Looking for your order history?	0	Not Dark Pattern
1164	Only 82 left in stock!	1	Scarcity
1667	Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here. 	0	Not Dark Pattern
1268	Traditional Snacks	0	Not Dark Pattern
993	 Travel Accessories 	0	Not Dark Pattern
1469	eWriters & Graphics Tablets	0	Not Dark Pattern
8	 EU Delivery & Returns 	0	Not Dark Pattern
1054	LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW	1	Urgency
584	Your order will be reserved for 6:56 minutes.	1	Urgency
